7 10 2589
10656 13275.0 18117 20664 5860
hub : 481012, 3185, -1209, 45.65, 202500, 2
major : 809398, -473, 1111, 72.16, 242500, 2
major : 556326, 2923, 1481, 57.75, 159750, 1
regional : 905056, 138, 2075, 97.46, 125600, 1
regional : 134017, 1548, 235, 92.95, 199800, 2
regional : 664408, -29, -736, 87.67, 144000, 1
regional : 590305, 2093, 1384, 109.12, 190800, 1
major : 549568, 3172, -197, 71.94, 136000, 3
regional : 793606, 2608, 490, 88.77, 147800, 1
major : 898202, -565, -55, 52.8, 245250, 2
business : 1163852024, 189, 1, [905056, 898202]
first : 4893794277, 139, 2, [809398, 549568]
business : 8671126088, 84, 9, [664408, 134017]
economy : 8100458345, 133, 2, [590305, 793606]
economy : 6079541188, 186, 1, [898202, 481012]
economy : 2151250745, 60, 8, [905056, 590305]
economy : 7037317457, 180, 0, [590305, 664408]
economy : 7851154489, 180, 0, [549568, 905056]
economy : 9486558169, 97, 9, [556326, 549568]
economy : 9609414072, 159, 4, [549568, 793606]
economy : 7727609619, 115, 4, [549568, 809398]
economy : 2919852308, 145, 5, [549568, 134017]
economy : 7831642513, 71, 0, [549568, 590305]
economy : 8863976522, 44, 4, [905056, 556326]
luxury : 9046916648, 41, 1, [905056, 549568]
economy : 6514967678, 70, 2, [134017, 590305]
economy : 1189260961, 145, 4, [809398, 134017]
economy : 4487139482, 145, 6, [481012, 793606]
economy : 4715231849, 77, 1, [793606, 549568]
economy : 3393343599, 197, 2, [549568, 590305]
business : 5519779028, 69, 10, [556326, 590305]
luxury : 2832661134, 151, 1, [905056, 793606]
economy : 8657813110, 157, 3, [590305, 134017]
economy : 9655942909, 195, 6, [134017, 549568]
economy : 5626933574, 132, 10, [556326, 590305]
economy : 2012818592, 57, 1, [549568, 809398]
economy : 8897741431, 54, 0, [664408, 549568]
business : 5530451968, 132, 0, [809398, 664408]
business : 7407519863, 45, 1, [590305, 549568]
economy : 7947556851, 144, 1, [664408, 809398]
economy : 7964540549, 183, 10, [134017, 793606]
economy : 7192787390, 186, 0, [809398, 549568]
economy : 4142746027, 193, 0, [481012, 549568]
business : 4374676801, 76, 1, [590305, 898202]
economy : 6008482908, 85, 3, [481012, 134017]
economy : 3380829560, 153, 5, [556326, 898202]
economy : 8436861139, 194, 3, [549568, 809398]
economy : 7033534188, 86, 3, [481012, 549568]
economy : 9730494643, 44, 2, [905056, 481012]
economy : 1998119101, 42, 0, [898202, 481012]
economy : 1095804896, 171, 0, [590305, 898202]
economy : 7629877015, 123, 4, [556326, 134017]
luxury : 5133163781, 58, 2, [590305, 134017]
economy : 2391474106, 169, 6, [809398, 898202]
first : 1429121156, 146, 2, [793606, 664408]
economy : 4686544088, 198, 0, [664408, 898202]
economy : 6711998846, 198, 1, [898202, 809398]
economy : 6731039684, 111, 0, [905056, 134017]
economy : 5435187458, 45, 0, [556326, 905056]
first : 2150856159, 83, 0, [809398, 664408]
economy : 7642136713, 142, 2, [549568, 793606]
economy : 1149282762, 160, 2, [809398, 549568]
economy : 5642352671, 101, 3, [556326, 549568]
economy : 2828034915, 72, 9, [556326, 481012]
economy : 3700266822, 195, 3, [664408, 793606]
economy : 1258196770, 182, 7, [905056, 664408]
economy : 3062799798, 130, 4, [481012, 898202]
economy : 6868755073, 49, 2, [481012, 556326]
business : 1854882692, 67, 9, [809398, 905056]
economy : 2632256926, 143, 1, [905056, 134017]
economy : 8677194434, 47, 4, [549568, 898202]
economy : 9980584168, 126, 1, [134017, 793606]
economy : 1391674055, 173, 0, [549568, 793606]
business : 2627373502, 57, 1, [590305, 905056]
economy : 3277840989, 75, 1, [549568, 134017]
economy : 2577781817, 129, 3, [556326, 905056]
economy : 8461751779, 112, 1, [905056, 664408]
economy : 6716123023, 100, 2, [898202, 793606]
economy : 4659054891, 146, 5, [905056, 664408]
economy : 8402458817, 82, 3, [556326, 549568]
business : 5794201797, 128, 7, [898202, 481012]
first : 8199007295, 45, 1, [556326, 549568]
economy : 2405171835, 80, 10, [134017, 664408]
business : 2469973308, 129, 1, [556326, 134017]
first : 2036582707, 187, 4, [664408, 134017]
business : 8728744616, 102, 2, [793606, 590305]
economy : 7624417166, 137, 1, [898202, 905056]
economy : 7490581983, 50, 2, [549568, 481012]
economy : 6333497929, 169, 8, [664408, 793606]
economy : 4024905019, 70, 0, [809398, 549568]
economy : 7583290644, 87, 0, [898202, 481012]
business : 5595660845, 42, 3, [556326, 809398]
first : 4147753173, 134, 1, [134017, 905056]
business : 2189135855, 108, 9, [898202, 556326]
economy : 6421172206, 54, 4, [793606, 898202]
economy : 5480612500, 43, 1, [134017, 809398]
business : 4622913897, 91, 1, [809398, 898202]
economy : 1732362254, 117, 2, [898202, 793606]
economy : 6753463535, 130, 8, [134017, 549568]
economy : 4588126906, 81, 2, [549568, 905056]
economy : 1379397379, 148, 1, [664408, 556326]
first : 8344769739, 85, 8, [549568, 898202]
economy : 5719258661, 46, 2, [793606, 905056]
economy : 3889921747, 189, 0, [809398, 590305]
economy : 7437290123, 90, 0, [549568, 481012]
economy : 1965216775, 76, 2, [590305, 481012]
first : 6077951263, 80, 9, [793606, 590305]
luxury : 5530959964, 118, 1, [549568, 134017]
economy : 6621809369, 176, 0, [549568, 556326]
economy : 2571522405, 73, 7, [549568, 664408]
economy : 2828141917, 175, 6, [809398, 134017]
economy : 7157296231, 111, 2, [905056, 481012]
business : 7488321210, 127, 1, [481012, 898202]
economy : 9024897612, 74, 2, [664408, 549568]
economy : 9545272134, 45, 3, [809398, 134017]
first : 9419913304, 92, 1, [664408, 793606]
economy : 5929677961, 152, 1, [905056, 809398]
economy : 5642992541, 187, 0, [134017, 556326]
economy : 2666682690, 130, 2, [134017, 590305]
first : 6385909477, 49, 0, [664408, 905056]
economy : 6999895986, 69, 1, [905056, 556326]
economy : 9184240878, 97, 6, [809398, 793606]
business : 7228379426, 198, 1, [590305, 549568]
business : 2133168934, 102, 0, [134017, 793606]
economy : 8735842219, 112, 8, [905056, 549568]
economy : 5545214110, 197, 1, [590305, 134017]
business : 5149050358, 156, 2, [481012, 898202]
economy : 6430241857, 192, 9, [664408, 793606]
economy : 5445962769, 68, 0, [481012, 898202]
business : 2549146015, 184, 2, [134017, 664408]
economy : 3627726746, 170, 2, [590305, 481012]
economy : 1540885628, 68, 6, [664408, 590305]
economy : 6163741238, 85, 1, [793606, 549568]
economy : 9476966566, 177, 2, [809398, 898202]
luxury : 4834203358, 118, 9, [898202, 481012]
business : 5372484733, 79, 6, [556326, 134017]
economy : 4106990521, 185, 2, [898202, 905056]
economy : 8992775791, 51, 3, [793606, 905056]
business : 7452964351, 193, 1, [793606, 556326]
economy : 9051164668, 182, 5, [898202, 664408]
economy : 4043875172, 160, 4, [556326, 481012]
economy : 8546303291, 197, 4, [905056, 793606]
economy : 3061298865, 61, 2, [590305, 134017]
economy : 3087254829, 154, 0, [898202, 809398]
economy : 5258677708, 87, 2, [556326, 664408]
economy : 1338329924, 144, 0, [549568, 134017]
economy : 8682189631, 150, 1, [556326, 793606]
luxury : 9042262721, 154, 5, [898202, 793606]
economy : 9498790237, 100, 1, [898202, 664408]
economy : 3725178364, 195, 2, [549568, 134017]
business : 3822768836, 53, 9, [549568, 793606]
economy : 7329758013, 105, 1, [898202, 590305]
business : 1063723028, 130, 1, [590305, 481012]
economy : 8291760528, 166, 1, [556326, 664408]
economy : 3436827622, 113, 2, [549568, 590305]
economy : 1378168487, 184, 8, [664408, 481012]
first : 3504936889, 134, 3, [481012, 898202]
first : 5877578491, 70, 4, [556326, 809398]
economy : 6609860481, 132, 2, [905056, 134017]
economy : 9960547285, 59, 5, [793606, 556326]
economy : 7189759707, 152, 7, [590305, 556326]
economy : 3052204085, 131, 2, [549568, 793606]
economy : 1728640986, 153, 0, [905056, 809398]
economy : 8953990180, 161, 3, [905056, 134017]
business : 3213136082, 132, 2, [809398, 905056]
economy : 9538328486, 96, 2, [481012, 793606]
economy : 1747148529, 50, 1, [664408, 793606]
economy : 8259476599, 61, 5, [549568, 793606]
economy : 5730385712, 175, 6, [898202, 590305]
economy : 9177064132, 189, 2, [905056, 898202]
economy : 8614945921, 196, 1, [905056, 134017]
economy : 4292294716, 168, 1, [556326, 809398]
economy : 3547446894, 51, 2, [793606, 898202]
economy : 5449416572, 44, 2, [664408, 905056]
economy : 5271524049, 179, 2, [590305, 134017]
business : 8195829315, 99, 2, [549568, 809398]
business : 1579681229, 100, 2, [898202, 134017]
business : 3136350698, 48, 0, [905056, 898202]
economy : 9246543210, 58, 1, [556326, 549568]
economy : 4406022191, 71, 1, [793606, 549568]
economy : 2754808505, 88, 0, [793606, 134017]
economy : 3321954620, 195, 2, [481012, 134017]
business : 6391328981, 194, 2, [134017, 905056]
economy : 7541755790, 116, 9, [793606, 134017]
first : 5961449430, 132, 1, [590305, 481012]
economy : 7575076512, 45, 1, [556326, 590305]
business : 7546792620, 49, 0, [549568, 590305]
economy : 8060090196, 182, 4, [556326, 793606]
economy : 4218871037, 144, 2, [898202, 809398]
first : 6898043402, 97, 2, [556326, 664408]
first : 7759082217, 55, 3, [664408, 809398]
economy : 4707736373, 63, 1, [664408, 556326]
first : 2723700262, 131, 2, [898202, 549568]
economy : 4502334767, 63, 0, [809398, 664408]
economy : 4897784441, 124, 0, [481012, 549568]
first : 8158556858, 93, 5, [793606, 898202]
economy : 7023199882, 109, 2, [905056, 898202]
business : 3705782198, 75, 6, [898202, 556326]
economy : 9151553387, 84, 2, [134017, 809398]
economy : 8300715914, 98, 1, [809398, 590305]
economy : 2656653354, 105, 0, [793606, 549568]
economy : 2532704959, 188, 2, [905056, 898202]
business : 5791940622, 111, 2, [809398, 590305]
economy : 4646443776, 66, 3, [905056, 590305]
business : 9930443304, 141, 3, [481012, 556326]
business : 1042915785, 120, 2, [549568, 556326]
economy : 2607188427, 153, 3, [590305, 556326]
economy : 6068839975, 123, 9, [549568, 556326]
business : 2992128859, 64, 2, [793606, 898202]
economy : 9363135174, 173, 4, [549568, 793606]
economy : 6099409716, 122, 1, [905056, 793606]
first : 8711447456, 92, 2, [134017, 549568]
economy : 2586088129, 147, 2, [898202, 134017]
economy : 4318567857, 129, 4, [905056, 481012]
economy : 3569601755, 67, 1, [590305, 664408]
economy : 2201886439, 131, 1, [556326, 898202]
economy : 3741154199, 140, 1, [556326, 134017]
economy : 6449052294, 192, 1, [590305, 481012]
economy : 8618256491, 148, 2, [556326, 898202]
business : 2774082647, 49, 2, [809398, 793606]
first : 6719988162, 68, 1, [898202, 556326]
economy : 9960916463, 161, 1, [793606, 664408]
business : 2174165851, 83, 1, [590305, 905056]
economy : 3449476435, 114, 1, [556326, 898202]
economy : 2630833850, 56, 2, [556326, 549568]
luxury : 1506385578, 140, 1, [549568, 905056]
economy : 3439143243, 51, 0, [590305, 905056]
economy : 6693691895, 70, 4, [134017, 590305]
economy : 2200412702, 67, 9, [905056, 898202]
economy : 7716552663, 58, 0, [549568, 590305]
economy : 1810522800, 169, 3, [134017, 590305]
economy : 3197165794, 148, 2, [898202, 590305]
economy : 2753743603, 63, 2, [664408, 793606]
business : 6743687481, 114, 5, [809398, 898202]
economy : 8333106672, 77, 6, [898202, 590305]
economy : 6195392418, 71, 1, [134017, 809398]
economy : 2047169995, 177, 10, [664408, 809398]
business : 2707716707, 121, 3, [664408, 556326]
economy : 1026185562, 104, 3, [793606, 664408]
economy : 9819287284, 136, 7, [481012, 809398]
business : 2408443713, 133, 2, [481012, 134017]
economy : 1030893711, 194, 9, [905056, 664408]
first : 9776357942, 118, 2, [549568, 905056]
economy : 6403417219, 133, 1, [556326, 793606]
economy : 9014795520, 81, 0, [793606, 664408]
economy : 8081350596, 53, 1, [549568, 664408]
economy : 1849378568, 124, 1, [809398, 590305]
economy : 5436834307, 55, 2, [898202, 549568]
economy : 9979235879, 74, 0, [590305, 134017]
economy : 1287281211, 160, 2, [664408, 549568]
economy : 6229066465, 141, 1, [590305, 664408]
business : 8250700754, 126, 1, [549568, 809398]
economy : 1243211558, 149, 2, [664408, 809398]
business : 7838785424, 141, 2, [898202, 793606]
business : 7089745987, 168, 2, [793606, 664408]
economy : 1746659157, 89, 2, [898202, 664408]
first : 6922190503, 76, 0, [590305, 556326]
economy : 2038572667, 116, 0, [556326, 134017]
economy : 4391734029, 110, 0, [793606, 590305]
economy : 6134024908, 190, 0, [793606, 664408]
economy : 2818560788, 45, 1, [134017, 905056]
business : 6932277063, 150, 1, [134017, 549568]
economy : 1279391015, 62, 1, [905056, 664408]
economy : 6134301356, 184, 2, [590305, 664408]
economy : 8660741648, 174, 1, [905056, 664408]
economy : 8584481457, 135, 2, [556326, 898202]
economy : 4881484250, 171, 5, [809398, 549568]
luxury : 9799862917, 187, 2, [793606, 549568]
economy : 1353904922, 150, 1, [481012, 664408]
economy : 8966906111, 50, 5, [898202, 590305]
economy : 4474891775, 118, 1, [590305, 556326]
economy : 8875853682, 89, 0, [556326, 809398]
economy : 1207458233, 135, 4, [556326, 549568]
economy : 3373667173, 93, 4, [481012, 793606]
economy : 1354883722, 148, 6, [556326, 134017]
business : 4038063824, 98, 1, [556326, 481012]
business : 1940507057, 153, 0, [134017, 590305]
economy : 2699792699, 149, 3, [898202, 793606]
economy : 4251434499, 48, 2, [664408, 898202]
business : 1554352290, 88, 0, [549568, 664408]
business : 4353951852, 140, 0, [898202, 134017]
economy : 2831486364, 150, 3, [809398, 134017]
business : 6680136882, 87, 0, [898202, 549568]
economy : 3171618178, 81, 4, [793606, 898202]
business : 5626648705, 133, 2, [793606, 664408]
business : 8961586913, 109, 5, [898202, 549568]
economy : 2381302669, 134, 9, [134017, 556326]
economy : 6411598048, 151, 6, [556326, 549568]
economy : 9774858840, 46, 3, [898202, 556326]
economy : 1213613496, 128, 2, [809398, 134017]
economy : 7447721004, 51, 5, [898202, 905056]
economy : 7002208784, 121, 2, [898202, 664408]
economy : 4666337988, 78, 5, [809398, 664408]
economy : 5689696207, 40, 4, [556326, 809398]
business : 3533042055, 125, 1, [793606, 809398]
economy : 9811083522, 41, 2, [481012, 905056]
first : 8540588318, 145, 1, [905056, 664408]
business : 7955157437, 94, 1, [481012, 134017]
economy : 3962213067, 84, 0, [809398, 549568]
economy : 6103517973, 162, 0, [793606, 549568]
economy : 2600902885, 184, 1, [809398, 556326]
economy : 7333135146, 118, 1, [793606, 134017]
economy : 9636415929, 154, 10, [134017, 590305]
economy : 6205151711, 153, 1, [809398, 898202]
economy : 1269833162, 166, 0, [556326, 134017]
economy : 3616034962, 167, 1, [549568, 809398]
economy : 8146498998, 157, 2, [549568, 590305]
business : 2865973072, 97, 2, [134017, 556326]
economy : 7412103136, 198, 0, [664408, 793606]
economy : 2511622914, 175, 2, [590305, 809398]
business : 3726676928, 70, 1, [134017, 664408]
economy : 1740244644, 129, 1, [590305, 793606]
first : 3968314188, 167, 3, [549568, 793606]
economy : 7830456754, 108, 0, [809398, 556326]
economy : 6602722426, 173, 1, [481012, 664408]
economy : 5161541015, 50, 2, [556326, 590305]
economy : 1596666567, 121, 1, [898202, 556326]
economy : 1282134379, 131, 2, [905056, 556326]
business : 3029581013, 160, 4, [809398, 793606]
economy : 8258892009, 109, 1, [905056, 590305]
economy : 2945649057, 150, 1, [898202, 481012]
business : 4305009681, 120, 3, [556326, 134017]
economy : 9977368936, 192, 10, [481012, 664408]
luxury : 2872798958, 191, 1, [481012, 905056]
economy : 7966104384, 156, 2, [809398, 905056]
economy : 1255874456, 115, 1, [905056, 481012]
economy : 2546609137, 62, 2, [556326, 590305]
economy : 6807815755, 173, 5, [664408, 590305]
economy : 7234153519, 188, 5, [905056, 793606]
economy : 3398265043, 104, 3, [481012, 809398]
economy : 8901625547, 79, 3, [905056, 809398]
economy : 2878759776, 67, 1, [549568, 134017]
economy : 7503317762, 153, 1, [590305, 664408]
economy : 5630620236, 112, 0, [793606, 809398]
economy : 4119107711, 58, 2, [134017, 590305]
economy : 3339665984, 181, 1, [898202, 809398]
economy : 8744443126, 107, 4, [134017, 793606]
economy : 7374283380, 136, 1, [134017, 809398]
first : 8732183657, 65, 1, [481012, 809398]
economy : 6108536601, 133, 5, [556326, 905056]
business : 6796395388, 53, 1, [905056, 898202]
luxury : 6579205925, 113, 2, [793606, 809398]
luxury : 8051606893, 102, 0, [905056, 793606]
economy : 6357958281, 127, 3, [481012, 664408]
economy : 1376602414, 143, 0, [134017, 898202]
economy : 2467780918, 162, 2, [793606, 664408]
business : 3920896949, 146, 3, [590305, 664408]
economy : 7078386673, 190, 0, [793606, 556326]
business : 1714508592, 188, 1, [898202, 664408]
business : 7251893980, 138, 8, [664408, 590305]
business : 8903868056, 141, 2, [556326, 809398]
economy : 7596312746, 73, 5, [898202, 793606]
business : 9027760794, 164, 8, [664408, 556326]
economy : 5457069132, 71, 0, [898202, 481012]
business : 1638920812, 111, 3, [134017, 793606]
first : 5181875219, 46, 1, [898202, 549568]
economy : 1297875564, 75, 1, [905056, 556326]
economy : 7457280082, 62, 0, [905056, 664408]
economy : 9368047990, 123, 3, [793606, 590305]
economy : 1499568544, 173, 0, [556326, 549568]
economy : 8429871287, 117, 8, [590305, 793606]
first : 9517516513, 45, 1, [905056, 590305]
economy : 8034362073, 146, 1, [549568, 809398]
economy : 4665772466, 187, 0, [590305, 549568]
economy : 3011792828, 129, 3, [134017, 809398]
business : 6499132665, 117, 3, [809398, 590305]
economy : 3717955372, 91, 2, [481012, 549568]
economy : 7267200129, 67, 1, [549568, 481012]
economy : 3137407326, 62, 7, [905056, 809398]
economy : 8782411756, 181, 3, [809398, 481012]
business : 5402677500, 92, 2, [556326, 898202]
economy : 2428637610, 143, 2, [590305, 793606]
first : 6753284481, 44, 3, [793606, 134017]
economy : 9636899372, 63, 1, [664408, 905056]
economy : 6566145694, 183, 3, [664408, 549568]
economy : 8085345025, 107, 2, [898202, 590305]
first : 4042721587, 81, 5, [664408, 905056]
economy : 6383902552, 95, 10, [793606, 905056]
economy : 4387013996, 150, 1, [556326, 590305]
economy : 9037106592, 77, 1, [481012, 898202]
economy : 4989296586, 110, 5, [549568, 556326]
economy : 9201087483, 166, 1, [809398, 549568]
economy : 4705267676, 44, 1, [664408, 549568]
economy : 3884313626, 87, 2, [549568, 809398]
economy : 8260083680, 61, 3, [590305, 134017]
economy : 4746105668, 157, 2, [134017, 481012]
economy : 4905400517, 173, 8, [481012, 590305]
economy : 9997272819, 118, 2, [134017, 549568]
economy : 4648614049, 195, 1, [898202, 549568]
business : 2629986967, 125, 2, [549568, 809398]
economy : 9468776547, 177, 5, [664408, 556326]
economy : 2852240930, 101, 10, [809398, 481012]
economy : 4657910606, 188, 1, [549568, 134017]
economy : 3507849110, 80, 2, [905056, 898202]
economy : 2367442083, 178, 2, [549568, 556326]
business : 3454867392, 91, 2, [809398, 898202]
first : 2860912937, 79, 2, [590305, 481012]
economy : 7098964260, 68, 1, [898202, 809398]
economy : 6365813761, 82, 2, [556326, 664408]
economy : 3492143374, 129, 2, [556326, 549568]
economy : 2153868192, 185, 8, [549568, 664408]
business : 5897658054, 159, 1, [556326, 793606]
economy : 2840656725, 74, 1, [664408, 134017]
economy : 3299425627, 165, 2, [898202, 556326]
economy : 9695976596, 198, 1, [664408, 793606]
business : 5453257054, 158, 0, [481012, 549568]
economy : 7744476505, 182, 2, [556326, 793606]
economy : 7010374042, 129, 1, [481012, 898202]
economy : 6298787053, 179, 0, [898202, 664408]
economy : 5425440426, 183, 2, [793606, 898202]
business : 6236666527, 76, 1, [905056, 549568]
business : 6810726422, 105, 4, [809398, 590305]
business : 3088699218, 52, 0, [898202, 664408]
economy : 3187219323, 174, 2, [898202, 556326]
business : 5705168250, 140, 1, [793606, 905056]
business : 8916137501, 51, 3, [898202, 556326]
business : 4597646611, 200, 2, [556326, 549568]
economy : 8076015762, 157, 2, [556326, 809398]
business : 2911950214, 175, 2, [664408, 905056]
economy : 9882900350, 64, 1, [481012, 809398]
economy : 7096650140, 83, 1, [134017, 590305]
economy : 8058433791, 156, 3, [134017, 809398]
business : 7688458739, 87, 10, [134017, 793606]
economy : 7037008189, 94, 5, [898202, 134017]
economy : 1863405619, 94, 0, [590305, 809398]
economy : 8478318198, 166, 0, [549568, 809398]
economy : 4331187869, 104, 4, [549568, 590305]
economy : 1373011692, 53, 2, [905056, 556326]
economy : 2222776942, 134, 2, [905056, 556326]
first : 8721941640, 173, 0, [793606, 809398]
business : 2990408465, 86, 10, [905056, 556326]
economy : 9602019139, 87, 6, [905056, 481012]
business : 9241188936, 171, 1, [549568, 898202]
economy : 4959867180, 50, 1, [898202, 905056]
first : 5937065870, 60, 3, [898202, 481012]
economy : 4165387381, 200, 10, [590305, 905056]
economy : 5454374184, 88, 3, [664408, 134017]
economy : 6914065047, 93, 3, [898202, 809398]
business : 2850454950, 176, 3, [898202, 590305]
economy : 3667042055, 148, 2, [898202, 134017]
economy : 4474297133, 81, 2, [556326, 793606]
first : 9614677938, 77, 1, [481012, 905056]
first : 2680160730, 192, 1, [590305, 898202]
economy : 6747165238, 162, 1, [664408, 134017]
economy : 9962209101, 158, 2, [556326, 898202]
business : 2236065068, 54, 2, [134017, 549568]
economy : 6824938273, 48, 2, [664408, 556326]
economy : 7652486299, 137, 1, [134017, 664408]
economy : 4865132151, 42, 1, [549568, 134017]
economy : 7441354767, 54, 0, [793606, 549568]
economy : 3695439182, 83, 2, [905056, 809398]
economy : 6070464742, 59, 4, [481012, 549568]
economy : 5628887204, 158, 1, [549568, 793606]
economy : 2421838446, 92, 1, [549568, 809398]
business : 9693048573, 52, 6, [905056, 809398]
business : 3946867661, 89, 1, [809398, 481012]
economy : 2904904168, 135, 1, [905056, 793606]
business : 3083806843, 74, 2, [556326, 134017]
luxury : 8299160780, 200, 3, [793606, 556326]
economy : 7212602541, 57, 2, [905056, 549568]
economy : 3098898338, 79, 1, [549568, 481012]
economy : 5312055880, 136, 1, [905056, 664408]
economy : 2312386155, 198, 2, [556326, 898202]
business : 4979298572, 151, 1, [590305, 549568]
economy : 1604508828, 144, 2, [664408, 898202]
economy : 2737926391, 197, 0, [481012, 809398]
economy : 5491432464, 89, 1, [590305, 905056]
economy : 9854108909, 199, 1, [481012, 556326]
economy : 9925125362, 139, 0, [809398, 905056]
economy : 9971987290, 60, 2, [905056, 898202]
first : 5133529096, 173, 2, [134017, 590305]
economy : 9549113610, 45, 1, [905056, 793606]
economy : 7503094222, 168, 1, [905056, 664408]
luxury : 6422861523, 173, 3, [134017, 664408]
economy : 2697502124, 131, 3, [590305, 898202]
economy : 2820283287, 195, 2, [664408, 481012]
economy : 5694865077, 45, 0, [793606, 898202]
economy : 7255628591, 124, 1, [898202, 549568]
business : 2896819666, 133, 0, [556326, 549568]
business : 3897131611, 44, 2, [898202, 809398]
economy : 5782895634, 150, 2, [793606, 905056]
economy : 5856067233, 101, 5, [549568, 590305]
economy : 6782120295, 188, 2, [793606, 549568]
economy : 8158009441, 79, 0, [664408, 905056]
economy : 9374434517, 103, 2, [664408, 134017]
business : 1863325867, 154, 2, [809398, 481012]
economy : 3201166724, 86, 1, [481012, 590305]
economy : 5164443736, 197, 2, [134017, 664408]
economy : 1266225915, 173, 3, [134017, 809398]
business : 6691598539, 141, 2, [556326, 549568]
economy : 2271054158, 175, 1, [905056, 809398]
business : 7044489549, 103, 8, [481012, 905056]
business : 9411925076, 175, 10, [556326, 481012]
economy : 9840879617, 127, 2, [898202, 481012]
economy : 9695264951, 47, 1, [809398, 793606]
economy : 8618587871, 88, 1, [549568, 664408]
economy : 1648928736, 159, 1, [590305, 556326]
economy : 9978508423, 151, 8, [905056, 664408]
economy : 2671400313, 108, 2, [481012, 898202]
economy : 4781282292, 103, 1, [898202, 590305]
economy : 4136501159, 177, 2, [549568, 793606]
economy : 2972412064, 88, 1, [664408, 905056]
economy : 6233963046, 47, 1, [905056, 809398]
economy : 1818843779, 156, 5, [481012, 905056]
business : 5873147061, 48, 1, [664408, 590305]
economy : 1978429223, 147, 3, [134017, 549568]
economy : 6468033760, 53, 0, [549568, 898202]
economy : 8080808381, 48, 6, [481012, 793606]
business : 2835449794, 87, 6, [664408, 793606]
first : 7964806338, 117, 0, [590305, 793606]
economy : 4100629116, 150, 0, [481012, 664408]
economy : 8500453794, 107, 0, [809398, 590305]
economy : 1496168423, 131, 7, [898202, 905056]
business : 2422185638, 63, 1, [898202, 590305]
economy : 5716882333, 177, 3, [809398, 905056]
economy : 5334137394, 58, 2, [793606, 590305]
economy : 7968759432, 142, 3, [134017, 556326]
economy : 1045824326, 181, 3, [809398, 481012]
economy : 7041385092, 62, 5, [134017, 481012]
economy : 9903025479, 143, 9, [898202, 590305]
business : 7026933146, 105, 2, [898202, 590305]
economy : 3742495286, 74, 4, [809398, 481012]
economy : 5294120550, 56, 5, [481012, 898202]
first : 1540786022, 94, 0, [793606, 664408]
economy : 4183118004, 64, 10, [664408, 898202]
economy : 2150221793, 159, 1, [134017, 481012]
economy : 3951476496, 147, 2, [549568, 898202]
business : 8109608155, 172, 0, [549568, 556326]
first : 9584188138, 83, 0, [664408, 481012]
economy : 3835138505, 115, 6, [481012, 134017]
economy : 9870046855, 99, 3, [793606, 134017]
economy : 1922457676, 89, 1, [481012, 793606]
first : 6875889389, 187, 1, [664408, 793606]
business : 8890157231, 153, 5, [549568, 809398]
economy : 5454837955, 40, 3, [809398, 905056]
economy : 6615329807, 93, 1, [556326, 590305]
business : 2217991080, 70, 1, [793606, 905056]
economy : 7196238693, 195, 0, [549568, 793606]
economy : 7654724732, 83, 1, [556326, 664408]
economy : 3641254448, 46, 2, [664408, 905056]
economy : 8916488262, 128, 1, [664408, 809398]
business : 9577044272, 193, 8, [590305, 809398]
business : 3630759686, 116, 0, [793606, 134017]
economy : 8261422825, 50, 3, [793606, 556326]
business : 5080341865, 187, 9, [664408, 809398]
luxury : 4476549894, 95, 2, [590305, 134017]
business : 8318723548, 142, 2, [481012, 809398]
economy : 1321239648, 179, 3, [898202, 793606]
economy : 7398222525, 91, 8, [481012, 134017]
first : 8421222150, 192, 2, [556326, 590305]
economy : 6276533125, 185, 0, [556326, 664408]
economy : 1086935694, 86, 3, [809398, 793606]
business : 5933285864, 160, 2, [898202, 905056]
business : 7606675009, 145, 1, [809398, 481012]
business : 2190391656, 140, 5, [590305, 556326]
economy : 6985292121, 155, 4, [134017, 793606]
business : 7782720409, 132, 1, [809398, 898202]
business : 7260561651, 133, 1, [664408, 905056]
business : 4641342106, 186, 8, [664408, 481012]
economy : 1417618723, 140, 1, [481012, 134017]
luxury : 2329659879, 154, 0, [905056, 549568]
economy : 5488257763, 70, 3, [905056, 134017]
economy : 8004198496, 175, 3, [898202, 134017]
economy : 2186087857, 48, 2, [549568, 898202]
economy : 9171230990, 71, 2, [549568, 664408]
first : 2274088038, 46, 2, [898202, 793606]
business : 3432088332, 40, 0, [134017, 793606]
business : 1360679100, 172, 0, [556326, 898202]
economy : 4977636986, 165, 0, [549568, 664408]
business : 2227532003, 190, 2, [905056, 134017]
business : 1404586170, 184, 2, [134017, 793606]
economy : 2922664651, 193, 0, [898202, 549568]
luxury : 8491657366, 93, 2, [664408, 481012]
economy : 5181155494, 130, 0, [809398, 793606]
economy : 3906608206, 139, 2, [664408, 793606]
economy : 2870191046, 151, 7, [549568, 481012]
economy : 3067005485, 130, 4, [793606, 549568]
economy : 6572102309, 99, 2, [664408, 898202]
economy : 2357197628, 109, 7, [664408, 134017]
economy : 3154900500, 196, 2, [664408, 898202]
business : 1226394076, 82, 3, [134017, 809398]
business : 4799943080, 107, 2, [549568, 590305]
business : 7848927833, 75, 2, [549568, 664408]
economy : 7255363881, 106, 8, [481012, 556326]
economy : 1698736993, 106, 2, [809398, 481012]
economy : 6148668670, 67, 1, [905056, 590305]
economy : 5120625927, 42, 0, [549568, 793606]
