18 10 1964
11952 14962.5 15039 23652 5450
regional : 830684, -103, -1109, 81.07, 157800, 4
major : 107417, -904, 1803, 48.95, 218500, 5
major : 687791, 924, 242, 50.05, 240750, 5
hub : 227105, 1284, -2209, 52.14, 230400, 4
regional : 474237, 1253, 2200, 66.66, 175800, 2
regional : 119743, -1703, -2929, 79.31, 164800, 2
regional : 740833, -1040, -1183, 66.44, 150000, 3
major : 555802, 2839, 354, 53.68, 155500, 4
hub : 984826, -405, 1464, 38.39, 203100, 4
regional : 976870, 98, 229, 105.82, 150800, 3
economy : 7002833410, 104, 2, [227105, 976870]
business : 8170898250, 110, 6, [227105, 984826]
economy : 8987533868, 99, 1, [687791, 740833]
economy : 2457563598, 200, 8, [555802, 830684]
economy : 4852379637, 158, 0, [687791, 984826]
luxury : 8069426231, 131, 6, [555802, 474237]
business : 9605921972, 192, 1, [119743, 474237]
economy : 1002317835, 170, 5, [107417, 984826]
luxury : 2923434322, 139, 0, [107417, 740833]
economy : 4562973535, 103, 5, [976870, 984826]
economy : 3473226337, 190, 1, [687791, 227105]
business : 3209925441, 59, 2, [984826, 740833]
economy : 9685283456, 90, 2, [555802, 830684]
first : 7414600067, 158, 4, [687791, 107417]
economy : 4601292940, 128, 1, [227105, 107417]
economy : 6647239673, 63, 1, [555802, 119743]
economy : 1738463027, 178, 3, [976870, 119743]
economy : 8767598095, 105, 1, [107417, 687791]
economy : 1490552132, 194, 3, [740833, 107417]
economy : 4608754273, 171, 7, [227105, 830684]
economy : 6916235817, 44, 0, [984826, 830684]
first : 4669700102, 134, 2, [555802, 107417]
first : 3446193441, 174, 0, [555802, 227105]
economy : 5228419861, 89, 0, [830684, 474237]
business : 9824772581, 59, 1, [555802, 984826]
economy : 6494315334, 127, 3, [227105, 687791]
economy : 1402827834, 188, 2, [107417, 227105]
economy : 7992755445, 91, 2, [107417, 740833]
economy : 8177399471, 152, 3, [555802, 984826]
economy : 4085879850, 175, 3, [107417, 830684]
economy : 3906724563, 109, 2, [555802, 740833]
economy : 9814179696, 179, 0, [555802, 474237]
economy : 7721285036, 136, 3, [976870, 830684]
economy : 2387103952, 51, 2, [119743, 976870]
first : 1087305307, 195, 4, [474237, 976870]
business : 6298690602, 74, 1, [227105, 687791]
business : 7554008273, 52, 3, [984826, 740833]
economy : 6164892571, 152, 1, [687791, 984826]
economy : 4741638811, 111, 1, [740833, 119743]
economy : 6447525327, 49, 9, [474237, 984826]
business : 1652175639, 196, 1, [740833, 984826]
economy : 3377610946, 111, 0, [687791, 555802]
economy : 4925996537, 182, 0, [474237, 976870]
business : 5417117026, 60, 1, [740833, 976870]
business : 2629002575, 44, 0, [687791, 555802]
economy : 3069245817, 60, 3, [740833, 687791]
economy : 2741846326, 71, 0, [830684, 107417]
economy : 2548360940, 194, 1, [555802, 107417]
economy : 7398509553, 156, 2, [687791, 227105]
economy : 8204463560, 183, 5, [976870, 107417]
economy : 4704879884, 140, 3, [119743, 227105]
first : 1991730370, 100, 1, [119743, 830684]
economy : 1671771781, 192, 2, [984826, 107417]
economy : 8504740861, 79, 0, [107417, 984826]
economy : 4501123127, 111, 1, [107417, 976870]
business : 5712490419, 173, 0, [107417, 555802]
economy : 3751333597, 94, 2, [740833, 984826]
economy : 3452820697, 67, 3, [107417, 474237]
economy : 9222586638, 151, 0, [227105, 984826]
economy : 1398784873, 91, 3, [740833, 976870]
economy : 5158345920, 170, 0, [119743, 107417]
economy : 6988753875, 187, 10, [119743, 227105]
economy : 6719147360, 124, 1, [687791, 107417]
economy : 4417625562, 169, 1, [984826, 119743]
business : 2251076475, 161, 2, [740833, 107417]
economy : 2903058003, 171, 5, [227105, 107417]
economy : 4200131024, 147, 1, [984826, 227105]
business : 4563281395, 74, 0, [107417, 976870]
economy : 9611682351, 48, 2, [687791, 119743]
economy : 4043996388, 42, 2, [687791, 227105]
economy : 6838588326, 55, 2, [830684, 555802]
economy : 3932193782, 54, 2, [687791, 740833]
economy : 8537459307, 83, 2, [119743, 976870]
economy : 6158189049, 125, 1, [976870, 227105]
economy : 3993021182, 112, 3, [107417, 227105]
economy : 4128633887, 40, 2, [687791, 976870]
business : 3986725455, 70, 2, [984826, 119743]
economy : 4796761198, 90, 2, [984826, 740833]
business : 4728975126, 45, 0, [976870, 474237]
economy : 3753246706, 149, 2, [474237, 976870]
economy : 9182665703, 123, 2, [119743, 740833]
economy : 9400716472, 161, 10, [687791, 474237]
business : 8867380041, 61, 2, [227105, 474237]
economy : 9156106918, 120, 3, [830684, 687791]
economy : 7334681409, 80, 2, [830684, 976870]
luxury : 9151774906, 150, 0, [830684, 740833]
economy : 1160520878, 105, 0, [119743, 227105]
economy : 9570375119, 149, 2, [474237, 119743]
economy : 9896858356, 89, 1, [474237, 976870]
business : 7738793831, 135, 3, [830684, 119743]
economy : 6020272451, 54, 3, [555802, 107417]
business : 9375973486, 163, 2, [830684, 119743]
economy : 2996283630, 154, 3, [107417, 687791]
business : 9257620103, 43, 1, [474237, 555802]
economy : 6817478532, 111, 1, [119743, 474237]
business : 9477192655, 83, 2, [740833, 976870]
economy : 9972069071, 51, 4, [830684, 107417]
economy : 7266914442, 128, 0, [119743, 474237]
economy : 1730301986, 163, 2, [227105, 976870]
business : 8400377224, 132, 7, [984826, 687791]
economy : 7765723223, 114, 6, [474237, 976870]
business : 6685034594, 113, 6, [687791, 984826]
economy : 8327779424, 130, 0, [119743, 107417]
economy : 8090358774, 69, 0, [976870, 555802]
economy : 5373859263, 168, 1, [119743, 474237]
economy : 8425182234, 168, 0, [830684, 227105]
economy : 8052287860, 148, 6, [984826, 107417]
economy : 5044369807, 161, 4, [976870, 687791]
economy : 9406772421, 168, 1, [227105, 830684]
business : 8311406407, 136, 3, [227105, 119743]
economy : 5358100709, 198, 2, [227105, 474237]
economy : 6911613305, 155, 0, [227105, 555802]
economy : 9423634738, 154, 1, [687791, 984826]
economy : 1897548606, 92, 4, [474237, 976870]
business : 4027161091, 101, 1, [984826, 740833]
business : 7833969193, 93, 1, [830684, 687791]
economy : 5377849436, 194, 4, [830684, 687791]
economy : 8599196893, 193, 2, [976870, 555802]
economy : 2220751021, 98, 1, [687791, 976870]
economy : 7543596942, 71, 1, [740833, 984826]
economy : 4095384606, 161, 1, [687791, 984826]
business : 5140939210, 80, 3, [687791, 984826]
economy : 7607220615, 123, 1, [687791, 227105]
economy : 2163257014, 192, 4, [474237, 740833]
economy : 4025033448, 172, 3, [740833, 474237]
economy : 6171446173, 196, 1, [984826, 740833]
business : 8990893592, 190, 1, [107417, 984826]
luxury : 6223260673, 102, 1, [976870, 555802]
economy : 2490660537, 120, 1, [119743, 227105]
first : 7985590515, 172, 1, [984826, 830684]
first : 8199463829, 41, 1, [474237, 555802]
business : 5268515152, 81, 6, [687791, 474237]
economy : 7006100227, 174, 3, [555802, 687791]
economy : 6755997344, 113, 0, [107417, 555802]
business : 5563956959, 155, 0, [227105, 107417]
economy : 6971825231, 97, 1, [474237, 227105]
economy : 5167169176, 186, 10, [107417, 830684]
business : 8781482737, 165, 1, [119743, 555802]
business : 5433191926, 185, 3, [830684, 227105]
business : 6426027976, 189, 1, [474237, 976870]
economy : 4025508426, 67, 1, [107417, 740833]
economy : 4974859396, 96, 2, [474237, 227105]
economy : 9057204008, 158, 10, [474237, 107417]
economy : 2635061347, 161, 6, [976870, 474237]
first : 6129043063, 107, 7, [830684, 227105]
first : 7953853754, 110, 7, [687791, 107417]
economy : 6391577069, 190, 1, [687791, 119743]
economy : 6707098250, 194, 2, [119743, 474237]
economy : 9499963693, 181, 2, [119743, 227105]
economy : 3521527335, 125, 6, [119743, 830684]
economy : 4822664789, 63, 3, [227105, 830684]
first : 2020768465, 173, 2, [227105, 687791]
economy : 7510918670, 79, 1, [474237, 976870]
economy : 4983336232, 68, 0, [687791, 740833]
economy : 8955229016, 105, 4, [830684, 107417]
business : 3704991585, 85, 2, [474237, 984826]
first : 9391650778, 181, 1, [227105, 984826]
economy : 2845955193, 114, 2, [687791, 984826]
business : 5658430548, 195, 1, [687791, 474237]
business : 9521190872, 129, 6, [687791, 740833]
economy : 1573521931, 81, 6, [555802, 976870]
economy : 1016060731, 136, 10, [830684, 984826]
luxury : 4434928455, 84, 2, [976870, 107417]
economy : 7433268755, 78, 3, [984826, 687791]
economy : 9790263023, 73, 9, [687791, 830684]
business : 4750534333, 150, 2, [687791, 119743]
economy : 4474746657, 87, 0, [976870, 555802]
business : 4282545879, 83, 0, [227105, 984826]
economy : 7279346496, 72, 3, [107417, 740833]
economy : 3057487297, 104, 4, [119743, 474237]
economy : 2554321171, 106, 1, [687791, 976870]
economy : 3445095193, 97, 5, [107417, 830684]
economy : 9971225584, 183, 7, [555802, 830684]
luxury : 7099026924, 180, 0, [119743, 830684]
economy : 4077328500, 167, 2, [976870, 555802]
economy : 2217160407, 149, 3, [984826, 227105]
economy : 2057573491, 113, 1, [555802, 740833]
economy : 1627846540, 118, 1, [976870, 984826]
luxury : 8598049632, 160, 4, [119743, 740833]
economy : 7083872855, 175, 6, [830684, 474237]
economy : 7269453855, 200, 0, [976870, 119743]
luxury : 4601031846, 138, 1, [227105, 119743]
economy : 4162295011, 164, 1, [119743, 740833]
economy : 2789589562, 46, 3, [119743, 474237]
economy : 7538932845, 96, 3, [119743, 555802]
economy : 9175515150, 79, 4, [830684, 474237]
economy : 7987937522, 192, 2, [227105, 830684]
economy : 8315241849, 123, 2, [740833, 119743]
economy : 2076674290, 95, 2, [555802, 830684]
business : 4048138570, 129, 1, [555802, 107417]
first : 7921664069, 142, 2, [227105, 976870]
economy : 9105274899, 189, 0, [740833, 107417]
business : 1348603762, 92, 10, [227105, 976870]
first : 2207837663, 105, 3, [119743, 830684]
business : 1475314982, 176, 3, [976870, 687791]
luxury : 1032433577, 46, 2, [227105, 107417]
economy : 1425516842, 114, 1, [119743, 976870]
economy : 2714968093, 53, 2, [740833, 687791]
economy : 4561954734, 126, 6, [227105, 107417]
business : 6084870072, 59, 9, [740833, 227105]
first : 3766963731, 132, 8, [474237, 555802]
business : 1118827065, 193, 4, [227105, 984826]
economy : 1279337217, 152, 3, [107417, 227105]
business : 6885008044, 117, 2, [687791, 740833]
economy : 3925997384, 102, 4, [474237, 119743]
economy : 1962187635, 94, 0, [119743, 474237]
economy : 1836649541, 153, 0, [227105, 474237]
economy : 2129720251, 175, 2, [740833, 474237]
economy : 2321465123, 167, 0, [107417, 687791]
economy : 9289140727, 120, 1, [119743, 474237]
first : 8522736784, 68, 1, [830684, 687791]
business : 7034568227, 118, 2, [107417, 740833]
economy : 4920451606, 183, 0, [740833, 830684]
economy : 8834317325, 186, 2, [119743, 555802]
economy : 7351047987, 43, 1, [976870, 474237]
economy : 2010569651, 54, 0, [984826, 740833]
economy : 7317923063, 44, 5, [830684, 687791]
first : 8992157524, 106, 0, [119743, 555802]
economy : 2469160742, 188, 1, [107417, 984826]
economy : 4491814637, 165, 3, [474237, 227105]
economy : 1365420225, 128, 2, [984826, 119743]
economy : 7474428237, 135, 2, [474237, 984826]
economy : 6097136368, 102, 1, [984826, 227105]
economy : 5313088103, 96, 1, [474237, 107417]
business : 1699511119, 174, 6, [740833, 474237]
economy : 1746202464, 61, 1, [555802, 976870]
economy : 8191141250, 46, 0, [976870, 107417]
economy : 9551418150, 144, 0, [740833, 687791]
business : 2648496672, 131, 0, [830684, 119743]
economy : 7595329048, 65, 2, [976870, 984826]
economy : 9605371123, 120, 1, [976870, 984826]
economy : 5741963929, 93, 3, [984826, 687791]
first : 1802656790, 43, 1, [830684, 107417]
economy : 1869488455, 123, 0, [555802, 687791]
economy : 3223094441, 134, 10, [740833, 555802]
economy : 3711243797, 159, 1, [984826, 227105]
economy : 3537904593, 87, 2, [687791, 227105]
economy : 9892482350, 44, 2, [227105, 740833]
business : 7247800491, 168, 3, [976870, 474237]
economy : 5937934939, 83, 3, [830684, 227105]
economy : 1938474353, 129, 1, [474237, 984826]
economy : 5352201805, 162, 1, [119743, 976870]
economy : 5168764441, 84, 4, [119743, 474237]
economy : 2690789942, 105, 4, [107417, 555802]
economy : 2280487873, 152, 1, [984826, 976870]

