13 10 2469
9756 15075.0 15957 18648 5640
hub : 405377, -1657, 714, 43.67, 157800, 8
hub : 602366, -2905, 0, 41.47, 279000, 7
regional : 252662, -400, 2419, 75.57, 107800, 3
regional : 768071, -2620, 1868, 98.12, 140200, 4
hub : 376964, 316, 3097, 38.28, 234300, 9
major : 810348, 602, 1202, 71.61, 233250, 4
major : 621434, 2394, -148, 73.04, 227000, 6
hub : 349241, -53, -415, 55.99, 215400, 5
major : 451688, 1616, -613, 74.47, 188500, 4
major : 191771, 927, -409, 60.72, 162500, 6
economy : 3939669828, 176, 2, [376964, 349241]
economy : 7281392827, 167, 0, [349241, 191771]
business : 5222025765, 76, 3, [405377, 451688]
economy : 1611886638, 186, 1, [621434, 349241]
economy : 5603688520, 110, 5, [810348, 451688]
business : 7949682664, 159, 1, [405377, 376964]
business : 4735806923, 111, 6, [621434, 602366]
business : 5821125203, 88, 2, [602366, 621434]
economy : 9714211507, 185, 1, [621434, 768071]
economy : 5141151446, 116, 2, [602366, 252662]
economy : 7233701717, 135, 2, [252662, 621434]
economy : 5222869049, 59, 3, [768071, 621434]
economy : 1834461460, 198, 5, [810348, 252662]
economy : 4050699521, 69, 2, [810348, 191771]
economy : 1931637893, 176, 6, [252662, 621434]
economy : 5036010985, 123, 2, [602366, 191771]
economy : 2734665308, 61, 2, [451688, 405377]
economy : 7127052219, 174, 0, [810348, 621434]
economy : 6260347020, 49, 1, [349241, 621434]
economy : 6632254914, 76, 0, [191771, 602366]
luxury : 8761027351, 154, 8, [252662, 376964]
business : 3500257462, 174, 2, [191771, 602366]
economy : 9042215965, 197, 2, [376964, 451688]
business : 2548747926, 197, 2, [810348, 252662]
economy : 8077411013, 124, 4, [602366, 451688]
economy : 4332054207, 130, 3, [252662, 451688]
economy : 1780803718, 88, 0, [621434, 376964]
economy : 3709837417, 80, 1, [349241, 602366]
economy : 2356396049, 127, 2, [810348, 191771]
economy : 2860986023, 165, 1, [451688, 810348]
economy : 5717969283, 60, 1, [810348, 405377]
economy : 7679004205, 59, 3, [768071, 405377]
economy : 9371833088, 173, 0, [768071, 621434]
economy : 4203796477, 128, 2, [191771, 349241]
economy : 5738988149, 80, 1, [810348, 349241]
economy : 7405912485, 66, 0, [768071, 602366]
business : 3028504806, 49, 1, [768071, 349241]
economy : 9979753576, 77, 0, [349241, 768071]
economy : 4000649123, 142, 5, [376964, 252662]
economy : 4444161322, 75, 9, [376964, 451688]
luxury : 6708142104, 157, 6, [451688, 191771]
economy : 2731387780, 152, 2, [349241, 252662]
business : 1979036758, 154, 4, [810348, 191771]
economy : 6767995691, 77, 2, [349241, 602366]
business : 7397162694, 117, 4, [810348, 191771]
first : 1218225845, 94, 1, [349241, 252662]
first : 3895971513, 68, 1, [191771, 349241]
economy : 5215418198, 109, 1, [810348, 451688]
economy : 8837873493, 130, 9, [621434, 349241]
business : 3043837481, 44, 6, [810348, 451688]
economy : 7542382919, 178, 2, [768071, 405377]
first : 1292834713, 142, 2, [252662, 768071]
economy : 4783343269, 125, 0, [349241, 376964]
economy : 6428672003, 179, 2, [405377, 376964]
first : 2427019518, 142, 0, [602366, 621434]
economy : 5727444131, 56, 1, [451688, 252662]
economy : 9807979843, 186, 2, [405377, 768071]
business : 7234237526, 73, 2, [376964, 191771]
economy : 2307608486, 44, 2, [405377, 602366]
business : 1026386701, 176, 2, [376964, 191771]
business : 5225494948, 94, 10, [621434, 405377]
economy : 6721048120, 105, 2, [810348, 621434]
first : 7608257850, 155, 7, [376964, 810348]
economy : 1452736298, 46, 0, [451688, 768071]
economy : 9395450267, 149, 3, [451688, 810348]
economy : 3668568094, 82, 4, [376964, 810348]
economy : 5995062873, 190, 2, [621434, 602366]
economy : 3467483470, 165, 1, [376964, 349241]
economy : 6448601180, 153, 2, [252662, 349241]
economy : 3310763339, 135, 3, [451688, 810348]
economy : 6480307297, 165, 3, [191771, 349241]
economy : 7580076092, 82, 0, [349241, 405377]
business : 6721679581, 87, 1, [602366, 191771]
business : 4484123350, 51, 2, [602366, 810348]
economy : 9129005763, 56, 2, [405377, 349241]
economy : 6207910812, 97, 2, [768071, 252662]
economy : 4445576338, 168, 1, [602366, 191771]
economy : 5651454151, 55, 1, [376964, 405377]
economy : 4819552878, 159, 1, [349241, 810348]
economy : 9257491207, 92, 4, [602366, 349241]
economy : 3206819048, 87, 0, [621434, 810348]
economy : 7057923048, 147, 3, [191771, 405377]
economy : 7490621702, 63, 1, [191771, 252662]
economy : 5359485086, 195, 0, [810348, 349241]
economy : 5460360379, 191, 3, [252662, 191771]
economy : 5090623825, 148, 4, [252662, 768071]
economy : 6173196564, 172, 5, [768071, 810348]
first : 5705088849, 61, 1, [349241, 602366]
economy : 1756373273, 65, 1, [252662, 451688]
economy : 1653726695, 110, 1, [252662, 376964]
economy : 4236092672, 142, 1, [768071, 405377]
economy : 1349997223, 40, 0, [451688, 252662]
business : 6854588437, 105, 2, [810348, 768071]
economy : 3461524961, 78, 1, [405377, 252662]
economy : 5998736652, 44, 1, [349241, 768071]
economy : 7833246238, 104, 1, [191771, 405377]
business : 4769472094, 64, 5, [252662, 376964]
economy : 5190070370, 185, 2, [252662, 376964]
first : 9588295798, 101, 1, [405377, 252662]
business : 3695018840, 84, 2, [602366, 405377]
business : 2275558961, 117, 4, [405377, 376964]
economy : 5952550798, 69, 1, [621434, 451688]
economy : 8322470223, 161, 2, [602366, 376964]
economy : 2968754047, 136, 1, [252662, 810348]
business : 2255992798, 178, 1, [191771, 621434]
economy : 6102457579, 145, 3, [768071, 349241]
luxury : 8583271643, 171, 3, [376964, 451688]
economy : 3779267126, 116, 7, [191771, 810348]
economy : 3807145577, 177, 2, [191771, 602366]
economy : 2026062260, 96, 0, [405377, 602366]
business : 1654189078, 123, 2, [768071, 349241]
economy : 4745541382, 190, 2, [768071, 621434]
economy : 2173083766, 69, 8, [602366, 252662]
economy : 4985744588, 197, 2, [405377, 376964]
business : 6946758815, 55, 2, [376964, 252662]
economy : 8841361461, 182, 0, [376964, 810348]
economy : 2124216683, 95, 0, [405377, 602366]
economy : 7202297728, 135, 8, [191771, 252662]
economy : 4267940447, 81, 7, [768071, 451688]
business : 2907287693, 169, 2, [405377, 252662]
economy : 6098411524, 142, 6, [451688, 376964]
first : 6999639122, 103, 4, [451688, 376964]
economy : 1658758334, 103, 6, [768071, 252662]
economy : 6725602545, 121, 2, [621434, 252662]
first : 6263108118, 82, 1, [621434, 810348]
economy : 3862889842, 147, 2, [602366, 191771]
business : 2875286545, 87, 0, [349241, 768071]
economy : 6881566346, 119, 10, [621434, 810348]
economy : 9262655443, 103, 0, [376964, 602366]
economy : 6536549258, 138, 4, [252662, 602366]
business : 6675645020, 70, 1, [376964, 191771]
economy : 6603507291, 138, 1, [768071, 810348]
economy : 5494094821, 50, 2, [621434, 451688]
economy : 2525403434, 105, 3, [451688, 405377]
business : 3412368729, 64, 3, [602366, 191771]
business : 8451799664, 183, 2, [602366, 621434]
economy : 2632226402, 50, 9, [621434, 376964]
economy : 4697688459, 65, 1, [451688, 252662]
luxury : 6007661596, 162, 2, [252662, 349241]
business : 3698147868, 199, 1, [621434, 810348]
economy : 2939678362, 67, 2, [376964, 621434]
economy : 6271336997, 50, 1, [451688, 621434]
business : 4057430189, 169, 1, [621434, 252662]
business : 3916543123, 197, 1, [621434, 405377]
economy : 3518156552, 125, 7, [768071, 810348]
economy : 1693841144, 99, 3, [191771, 405377]
economy : 3925477328, 175, 7, [621434, 602366]
economy : 4190854214, 69, 3, [621434, 376964]
economy : 6959734199, 96, 3, [349241, 252662]
economy : 2951596128, 47, 1, [349241, 621434]
economy : 8484742597, 153, 2, [810348, 621434]
economy : 8751712582, 93, 2, [376964, 405377]
economy : 6354946780, 49, 1, [602366, 376964]
first : 2718703655, 195, 0, [376964, 405377]
business : 7454667886, 185, 1, [768071, 405377]
economy : 7473748161, 156, 3, [405377, 602366]
first : 8701816531, 118, 5, [191771, 621434]
economy : 1668074559, 157, 0, [602366, 376964]
economy : 5413642902, 158, 1, [768071, 405377]
business : 3263510958, 141, 1, [349241, 405377]
economy : 6321990884, 167, 3, [621434, 349241]
economy : 9900503003, 166, 1, [621434, 252662]
economy : 7752517282, 41, 3, [602366, 405377]
economy : 2927379644, 58, 1, [252662, 602366]
economy : 2452388160, 124, 1, [191771, 376964]
economy : 5979512529, 86, 2, [191771, 349241]
economy : 5747411670, 171, 1, [191771, 376964]
economy : 3961048970, 87, 1, [621434, 252662]
economy : 4237870382, 89, 1, [621434, 405377]
economy : 4211847559, 68, 1, [405377, 810348]
business : 2876258049, 112, 1, [349241, 602366]
economy : 8541355290, 73, 1, [602366, 405377]
economy : 2680649563, 136, 2, [349241, 602366]
economy : 5480817100, 198, 2, [768071, 191771]
luxury : 8751625489, 168, 2, [376964, 405377]
business : 2244041412, 157, 4, [768071, 621434]
economy : 2469064914, 43, 2, [810348, 602366]
economy : 3281432548, 69, 0, [191771, 602366]
economy : 2588057560, 148, 5, [602366, 376964]
first : 7402227003, 177, 1, [349241, 602366]
economy : 4995897807, 56, 8, [376964, 621434]
economy : 4185309509, 77, 0, [451688, 602366]
luxury : 3931170543, 190, 2, [451688, 405377]
business : 1298802776, 99, 1, [349241, 810348]
business : 6395006551, 154, 2, [376964, 405377]
economy : 9867050231, 159, 9, [252662, 191771]
economy : 6164233101, 123, 2, [376964, 451688]
economy : 3177284170, 142, 9, [191771, 810348]
economy : 9291824757, 71, 1, [768071, 810348]
first : 7425098014, 90, 0, [602366, 191771]
economy : 9406483904, 64, 9, [376964, 349241]
business : 8363512505, 91, 1, [451688, 405377]
economy : 2469600780, 121, 3, [768071, 451688]
economy : 5071137619, 155, 4, [252662, 349241]
economy : 6952137608, 153, 3, [405377, 376964]
luxury : 1790045441, 76, 4, [768071, 252662]
economy : 5242422593, 45, 2, [451688, 810348]
first : 7012802794, 93, 2, [191771, 405377]
economy : 9229487440, 147, 0, [376964, 451688]
economy : 4459321521, 75, 2, [810348, 621434]
business : 8570381046, 124, 6, [376964, 602366]
economy : 4594225868, 135, 1, [191771, 252662]
business : 1924285290, 180, 0, [621434, 810348]
economy : 1601247619, 193, 4, [451688, 768071]
business : 6367109734, 75, 2, [602366, 405377]
business : 5431622427, 118, 2, [405377, 376964]
economy : 3762125298, 63, 0, [602366, 621434]
business : 7782632871, 129, 1, [349241, 252662]
economy : 1729647651, 196, 1, [810348, 349241]
economy : 5458616242, 72, 1, [602366, 810348]
economy : 5302942426, 63, 1, [451688, 405377]
economy : 5297721475, 160, 1, [252662, 451688]
economy : 5151557884, 58, 0, [349241, 191771]
economy : 4906660391, 185, 0, [191771, 810348]
economy : 5766528987, 165, 1, [602366, 810348]
economy : 3644783862, 86, 1, [191771, 376964]
first : 2604559696, 152, 1, [349241, 602366]
luxury : 6659964633, 104, 3, [349241, 451688]
business : 7027623708, 122, 2, [451688, 405377]
business : 5451933941, 158, 0, [376964, 768071]
economy : 6317957165, 66, 1, [252662, 191771]
economy : 8184704401, 45, 1, [405377, 602366]
economy : 5985093980, 65, 1, [810348, 768071]
economy : 3164067668, 78, 10, [451688, 376964]
economy : 1589381180, 176, 2, [376964, 621434]
economy : 2091499472, 62, 0, [451688, 602366]
economy : 6716647774, 164, 1, [768071, 451688]
economy : 6368826696, 150, 2, [810348, 376964]
economy : 2031869823, 46, 8, [349241, 191771]
economy : 6187171228, 75, 1, [376964, 405377]
economy : 9901500710, 56, 0, [191771, 602366]
economy : 6432620921, 200, 2, [191771, 602366]
economy : 6808746622, 182, 2, [349241, 405377]
economy : 4393663648, 54, 7, [602366, 621434]
business : 8261390490, 100, 1, [451688, 602366]
business : 2767135247, 156, 2, [768071, 602366]
first : 1024140248, 49, 2, [810348, 621434]
economy : 2023830997, 111, 3, [602366, 768071]
economy : 1299101100, 66, 2, [621434, 768071]
economy : 6373522830, 106, 1, [602366, 376964]
economy : 1545392056, 132, 1, [602366, 252662]
economy : 4361728938, 139, 3, [810348, 252662]
economy : 7264713754, 96, 0, [376964, 405377]
business : 2953664475, 155, 2, [191771, 349241]
economy : 8167744686, 59, 0, [810348, 405377]
economy : 6892846886, 154, 2, [252662, 810348]
economy : 4342171441, 169, 8, [376964, 810348]
economy : 6863809105, 99, 5, [451688, 349241]
first : 4599594195, 152, 1, [621434, 768071]
economy : 5709382140, 54, 4, [602366, 349241]
economy : 5127736740, 85, 1, [349241, 768071]
economy : 7441032932, 89, 2, [252662, 451688]
luxury : 3194394400, 99, 1, [191771, 376964]
economy : 9588115622, 190, 5, [451688, 252662]
business : 8717159852, 128, 1, [349241, 451688]
economy : 5356698137, 102, 1, [252662, 768071]
economy : 4437316899, 57, 10, [191771, 602366]
economy : 1088008295, 96, 2, [376964, 602366]
economy : 8331234409, 192, 2, [252662, 376964]
business : 3957900532, 71, 1, [621434, 405377]
economy : 9703798174, 40, 1, [191771, 768071]
business : 3923117913, 105, 1, [602366, 621434]
first : 4667773707, 185, 10, [191771, 768071]
economy : 1135394584, 152, 2, [191771, 349241]
business : 6233065271, 84, 1, [810348, 405377]
business : 5925584929, 40, 4, [191771, 451688]
economy : 1234396425, 65, 3, [451688, 252662]
economy : 1172526078, 174, 3, [810348, 451688]
economy : 9210332395, 92, 5, [191771, 451688]
economy : 3817348462, 177, 0, [405377, 451688]
business : 8445504782, 47, 1, [621434, 810348]
economy : 5198942053, 173, 0, [602366, 451688]
economy : 1378194390, 152, 2, [768071, 252662]
economy : 8854467928, 104, 5, [349241, 602366]
business : 4947621245, 86, 2, [376964, 349241]
economy : 5056376091, 111, 6, [451688, 405377]
economy : 1695628288, 107, 1, [252662, 810348]
luxury : 9241561555, 194, 9, [768071, 602366]
economy : 2132386986, 149, 0, [349241, 376964]
economy : 3648641447, 134, 1, [252662, 602366]
economy : 6146826507, 61, 2, [252662, 810348]
business : 6572867132, 72, 2, [602366, 376964]
economy : 5614346999, 142, 6, [191771, 768071]
economy : 3832215357, 193, 5, [621434, 405377]
economy : 1224188721, 61, 2, [621434, 376964]
economy : 3242655159, 196, 1, [376964, 405377]
economy : 6099280038, 160, 3, [810348, 349241]
economy : 8160238552, 88, 2, [191771, 252662]
economy : 5690140795, 168, 2, [621434, 405377]
first : 1745755628, 170, 1, [451688, 621434]
economy : 7837836798, 101, 3, [621434, 602366]
economy : 4968261538, 166, 1, [810348, 252662]
economy : 7615530780, 140, 1, [621434, 405377]
business : 2225981780, 122, 2, [349241, 768071]
economy : 1352131613, 61, 1, [191771, 768071]
economy : 5132436012, 147, 3, [405377, 349241]
economy : 2457209047, 67, 2, [602366, 252662]
economy : 8432042416, 83, 4, [621434, 451688]
economy : 5388815977, 126, 2, [810348, 602366]
economy : 7910685717, 96, 2, [810348, 405377]
economy : 5743882978, 77, 1, [451688, 768071]
business : 2932775003, 167, 4, [451688, 621434]
first : 4702373007, 106, 6, [602366, 810348]
business : 6967552744, 171, 1, [768071, 376964]
economy : 9972795051, 65, 5, [810348, 451688]
economy : 8565521731, 103, 5, [810348, 191771]
economy : 1781253617, 100, 3, [252662, 191771]
economy : 4278965551, 151, 3, [451688, 252662]
economy : 1351215423, 200, 1, [621434, 768071]
business : 8025952378, 126, 1, [602366, 376964]
first : 9630041301, 142, 1, [252662, 621434]
economy : 6363300050, 173, 1, [602366, 376964]
economy : 1820803135, 92, 2, [405377, 191771]
economy : 9655677096, 164, 2, [602366, 191771]
first : 8646683014, 89, 5, [349241, 602366]
business : 6522383705, 46, 2, [252662, 376964]
economy : 8736133958, 54, 2, [451688, 405377]
economy : 5344107428, 181, 2, [810348, 451688]
economy : 8838090595, 154, 4, [349241, 621434]
business : 2185047373, 197, 10, [376964, 349241]
economy : 5000942660, 198, 1, [191771, 451688]
business : 9697738574, 164, 2, [191771, 252662]
economy : 4326746890, 139, 2, [191771, 768071]
economy : 5108873795, 54, 0, [451688, 405377]
first : 9002990882, 89, 5, [252662, 602366]
economy : 2036303072, 155, 1, [405377, 810348]
economy : 1728753195, 60, 6, [252662, 768071]
first : 8185557571, 46, 2, [768071, 602366]
economy : 6084897610, 75, 10, [768071, 810348]
economy : 4130326937, 122, 4, [405377, 252662]
economy : 4613496871, 129, 3, [621434, 451688]
business : 4097639579, 127, 2, [376964, 621434]
economy : 2789157552, 111, 4, [349241, 602366]
economy : 5506681251, 113, 0, [602366, 451688]
economy : 8361213992, 71, 5, [451688, 810348]
economy : 3954310467, 127, 0, [602366, 252662]
economy : 7755100794, 169, 1, [405377, 810348]
economy : 5820543940, 57, 5, [191771, 376964]
economy : 8369384429, 147, 1, [451688, 768071]
economy : 2844142266, 144, 5, [451688, 252662]
economy : 9095000651, 197, 0, [349241, 451688]
first : 1692010808, 93, 1, [376964, 252662]
economy : 8690542511, 135, 3, [191771, 810348]
economy : 1600159476, 91, 5, [252662, 349241]
economy : 1629553714, 99, 2, [252662, 376964]
economy : 5097083766, 85, 5, [451688, 602366]
economy : 2962688329, 161, 6, [376964, 810348]
first : 3288290210, 66, 0, [451688, 349241]
economy : 1332485602, 154, 4, [451688, 252662]
economy : 8729856680, 187, 1, [252662, 376964]
economy : 6281338684, 157, 4, [349241, 602366]
economy : 4964758357, 108, 1, [810348, 252662]
economy : 1360071246, 92, 2, [191771, 252662]
business : 1841095361, 169, 10, [621434, 349241]
economy : 3225100845, 76, 3, [602366, 810348]
economy : 8985501180, 84, 7, [621434, 405377]
economy : 5618541203, 53, 2, [602366, 376964]
business : 4599427917, 121, 1, [376964, 191771]
business : 7383715620, 176, 3, [768071, 602366]
economy : 7644222700, 85, 0, [451688, 768071]
economy : 6595674542, 104, 0, [810348, 621434]
first : 9267640244, 186, 1, [252662, 602366]
economy : 4457137089, 43, 1, [252662, 602366]
business : 6421409380, 199, 1, [810348, 252662]
economy : 7464964467, 57, 1, [191771, 349241]
business : 8653522717, 136, 1, [349241, 602366]
business : 9447071077, 74, 1, [376964, 349241]
economy : 5706942060, 165, 1, [810348, 405377]
economy : 2418848322, 172, 1, [451688, 191771]
economy : 9983123358, 177, 3, [810348, 349241]
economy : 3350780802, 80, 1, [252662, 810348]
economy : 1133934410, 170, 2, [376964, 191771]
economy : 7443134079, 91, 4, [191771, 349241]
first : 3491742444, 185, 2, [621434, 810348]
business : 7798230654, 165, 4, [810348, 349241]
economy : 2892582085, 93, 2, [252662, 768071]
economy : 5625309318, 88, 5, [602366, 451688]
economy : 8446299702, 58, 3, [252662, 602366]
economy : 1833060723, 103, 1, [810348, 376964]
economy : 7989990610, 103, 1, [252662, 602366]
first : 7182747940, 144, 9, [405377, 252662]
economy : 2179341799, 44, 2, [451688, 810348]
economy : 8271822032, 51, 1, [191771, 349241]
business : 2409646274, 171, 0, [810348, 602366]
first : 4676577108, 107, 1, [451688, 405377]
economy : 9189945405, 190, 1, [191771, 768071]
business : 2034119435, 110, 1, [810348, 191771]
economy : 1359720302, 132, 2, [602366, 376964]
economy : 4073503042, 53, 2, [376964, 252662]
economy : 1787672751, 145, 5, [405377, 376964]
economy : 1477265022, 159, 10, [602366, 376964]
economy : 1304372694, 107, 2, [451688, 349241]
economy : 3089859871, 116, 6, [810348, 252662]
business : 3256347928, 124, 1, [768071, 349241]
business : 9526726039, 76, 3, [252662, 810348]
economy : 6144644214, 176, 1, [451688, 349241]
economy : 2923373405, 121, 1, [405377, 252662]
first : 5025603151, 57, 2, [252662, 349241]
economy : 3518683426, 126, 5, [810348, 602366]
economy : 7368691434, 166, 2, [252662, 810348]
economy : 8894428823, 46, 5, [405377, 451688]
business : 5048645632, 136, 9, [252662, 451688]
business : 4804186322, 77, 1, [252662, 349241]
economy : 6970199171, 135, 8, [252662, 191771]
economy : 1839236943, 103, 4, [768071, 252662]
economy : 9190408314, 176, 5, [191771, 376964]
business : 2220716308, 89, 0, [451688, 191771]
economy : 5604223080, 189, 1, [621434, 376964]
economy : 4099525793, 170, 2, [810348, 451688]
economy : 3924962255, 159, 1, [810348, 602366]
economy : 4263131333, 171, 1, [349241, 252662]
economy : 4741230017, 85, 0, [349241, 621434]
economy : 1943475685, 184, 1, [252662, 451688]
business : 1142088288, 131, 3, [405377, 349241]
economy : 1273262566, 67, 3, [405377, 451688]
economy : 7610055209, 109, 5, [191771, 451688]
first : 1785266808, 164, 8, [451688, 768071]
first : 8603077114, 135, 1, [191771, 405377]
economy : 6884410509, 182, 1, [621434, 602366]
economy : 8282756819, 171, 1, [405377, 376964]
business : 8800888221, 128, 5, [768071, 810348]
business : 3995741310, 59, 4, [451688, 621434]
first : 4924381699, 121, 7, [768071, 376964]
business : 6226759642, 185, 1, [349241, 810348]
economy : 7104245028, 104, 2, [451688, 349241]
economy : 5069885869, 120, 1, [405377, 376964]
economy : 5682283500, 74, 3, [602366, 621434]
economy : 7281900373, 127, 2, [768071, 810348]
economy : 4936928263, 98, 1, [252662, 621434]
business : 3278341383, 43, 0, [602366, 451688]
economy : 2513513965, 41, 2, [376964, 451688]
business : 4126128591, 93, 1, [191771, 376964]
economy : 7661504197, 50, 0, [349241, 191771]
economy : 3426433664, 77, 0, [376964, 768071]
economy : 1336293254, 107, 3, [621434, 451688]
business : 9119458492, 83, 2, [810348, 376964]
economy : 5474275901, 92, 3, [451688, 602366]
economy : 1614930710, 129, 1, [451688, 621434]
economy : 9982293928, 160, 2, [602366, 376964]
economy : 2308370497, 200, 2, [349241, 602366]
economy : 8971423656, 189, 3, [405377, 810348]
economy : 4552130055, 48, 0, [252662, 810348]
economy : 3919386753, 81, 1, [602366, 405377]
business : 6192053634, 44, 2, [349241, 405377]
economy : 3783086004, 194, 4, [810348, 405377]
economy : 3606141844, 126, 1, [810348, 349241]
economy : 2883354056, 91, 1, [602366, 621434]
economy : 6911354299, 132, 0, [376964, 191771]
economy : 5050819298, 48, 1, [810348, 349241]
economy : 1375589482, 76, 4, [621434, 349241]
economy : 1604491733, 133, 5, [349241, 602366]
economy : 9298898497, 160, 7, [621434, 349241]
business : 7755603980, 140, 2, [252662, 349241]
business : 3806038862, 86, 3, [376964, 768071]
first : 3117835471, 134, 1, [768071, 405377]
business : 6858843866, 62, 0, [349241, 376964]
economy : 2055443791, 100, 0, [349241, 376964]
economy : 1156343748, 42, 2, [349241, 810348]
economy : 9836141836, 191, 1, [252662, 376964]
first : 3713657976, 116, 2, [810348, 451688]
economy : 1609347968, 187, 2, [376964, 349241]
economy : 5141310024, 179, 2, [602366, 376964]
first : 2894254698, 175, 9, [621434, 252662]
luxury : 8961971190, 56, 1, [252662, 451688]
first : 9125544931, 175, 10, [810348, 768071]
economy : 5081733716, 175, 5, [376964, 252662]
economy : 9891323532, 152, 0, [451688, 768071]
economy : 5757481743, 142, 5, [810348, 349241]
economy : 3026706918, 41, 4, [768071, 810348]
economy : 9092643849, 148, 3, [602366, 376964]
economy : 1956448402, 192, 2, [451688, 621434]
business : 1391435076, 97, 2, [405377, 810348]
economy : 3899146237, 176, 3, [252662, 451688]
economy : 1185167734, 56, 9, [602366, 349241]
business : 5927838853, 53, 1, [621434, 376964]
economy : 9527964149, 198, 2, [376964, 602366]
economy : 9204162102, 178, 3, [191771, 252662]
business : 6265982016, 135, 1, [349241, 810348]
economy : 5461519884, 62, 1, [349241, 810348]
first : 3053517861, 200, 0, [768071, 810348]
economy : 3325942089, 181, 2, [191771, 810348]
economy : 4246285281, 95, 8, [349241, 768071]
economy : 2794026562, 62, 1, [768071, 451688]
economy : 8620381713, 193, 6, [810348, 768071]
economy : 7764137180, 195, 2, [349241, 252662]
business : 5330077030, 192, 1, [621434, 810348]
business : 1445442572, 117, 0, [768071, 621434]
economy : 4683126691, 162, 8, [768071, 252662]
economy : 7357456058, 153, 2, [810348, 252662]
economy : 4676110521, 43, 2, [768071, 602366]
business : 2678738924, 181, 5, [602366, 191771]
first : 8696818730, 95, 1, [602366, 349241]
business : 5352171726, 58, 5, [768071, 405377]
first : 4312817629, 107, 1, [810348, 451688]
first : 5573730096, 178, 1, [376964, 405377]
first : 5314545284, 118, 2, [621434, 376964]
economy : 9941887754, 178, 10, [349241, 810348]
economy : 3990785805, 82, 3, [252662, 810348]
economy : 8675735260, 177, 1, [602366, 621434]
first : 4692213006, 108, 1, [621434, 191771]
economy : 7896885924, 112, 10, [810348, 405377]
economy : 6275065988, 123, 1, [621434, 405377]
luxury : 7419644399, 100, 2, [602366, 451688]
first : 6804235385, 166, 1, [810348, 451688]
economy : 5497777019, 144, 2, [602366, 451688]
economy : 1676311464, 184, 1, [349241, 810348]
economy : 1714974625, 76, 1, [602366, 252662]
first : 8688348381, 100, 2, [191771, 252662]
economy : 1267675271, 97, 0, [349241, 602366]
economy : 9809984623, 87, 4, [621434, 405377]
economy : 6200511186, 73, 2, [349241, 451688]
business : 2625911745, 167, 4, [191771, 621434]
economy : 4092294479, 198, 1, [451688, 252662]
luxury : 8907989748, 157, 9, [376964, 252662]
business : 7220261027, 115, 2, [252662, 349241]
economy : 8854049053, 171, 0, [810348, 349241]
economy : 5729453178, 124, 1, [768071, 405377]
economy : 8462433951, 148, 6, [191771, 451688]
business : 4186725250, 191, 1, [768071, 349241]
economy : 6958615320, 177, 4, [810348, 621434]
economy : 5333008472, 128, 1, [768071, 602366]
luxury : 9051274479, 193, 1, [405377, 621434]
economy : 1974279377, 59, 1, [602366, 376964]
economy : 7272865651, 187, 8, [252662, 621434]
economy : 6893072031, 129, 1, [376964, 349241]
economy : 6050252642, 129, 0, [376964, 768071]
economy : 7781033231, 131, 1, [376964, 810348]
luxury : 4630520408, 83, 1, [810348, 602366]
economy : 1093438411, 54, 3, [376964, 810348]
economy : 1459467186, 79, 1, [451688, 405377]
business : 8872261963, 131, 2, [621434, 451688]
economy : 1908811859, 78, 3, [810348, 376964]
first : 2189832688, 45, 6, [349241, 376964]
economy : 5707767954, 109, 1, [191771, 405377]
economy : 6025994973, 69, 0, [451688, 810348]
business : 7166609923, 76, 1, [621434, 349241]
economy : 1942770357, 113, 1, [451688, 768071]
business : 3488964473, 102, 1, [349241, 621434]
economy : 8899945064, 49, 2, [376964, 602366]
first : 7221444061, 191, 1, [768071, 451688]
economy : 5701283216, 83, 2, [376964, 602366]
economy : 7467002257, 136, 5, [768071, 376964]
economy : 6955968039, 119, 0, [810348, 768071]
luxury : 3673545359, 196, 2, [810348, 602366]
business : 8391688149, 97, 2, [602366, 621434]
economy : 6477556005, 142, 3, [810348, 621434]
economy : 8957502956, 51, 2, [349241, 602366]
economy : 7287371149, 183, 4, [810348, 349241]
first : 3717743113, 91, 1, [376964, 191771]
economy : 2357209743, 169, 2, [602366, 451688]
business : 3193605825, 167, 2, [252662, 191771]
economy : 3600042271, 65, 8, [191771, 451688]
economy : 8261855316, 109, 5, [451688, 768071]
economy : 6307375304, 110, 1, [451688, 376964]
economy : 1728156452, 122, 0, [621434, 405377]
economy : 2751984194, 136, 0, [768071, 621434]
economy : 3948322252, 176, 0, [602366, 621434]
first : 1868057254, 194, 9, [405377, 602366]
economy : 7925525929, 196, 2, [376964, 451688]
business : 7551132791, 51, 1, [252662, 621434]
luxury : 6492848958, 120, 3, [349241, 602366]
economy : 1953234191, 72, 1, [451688, 602366]
economy : 2318832092, 159, 1, [405377, 451688]
economy : 1195531893, 109, 2, [451688, 349241]
economy : 2102705681, 180, 2, [191771, 810348]
economy : 2327410236, 124, 2, [451688, 191771]
economy : 7327996025, 180, 2, [810348, 191771]
economy : 8450845641, 76, 10, [349241, 810348]
economy : 4573310289, 132, 2, [451688, 376964]
luxury : 4952502107, 119, 0, [768071, 621434]
business : 9864629994, 44, 2, [405377, 768071]
economy : 8380512425, 72, 1, [376964, 349241]
economy : 2250959046, 104, 2, [621434, 810348]
business : 2651701121, 173, 0, [252662, 451688]
economy : 1363436355, 70, 1, [621434, 768071]
economy : 3822195879, 91, 4, [191771, 252662]
economy : 2536539306, 74, 1, [405377, 451688]
